ID_Usuario,ID_Filme,Nota,Genero
15,Filme_6,3,Comédia
15,Filme_28,1,Sci-Fi
15,Filme_37,4,Terror
15,Filme_43,1,Drama
15,Filme_19,2,Sci-Fi
15,Filme_9,2,Terror
15,Filme_0,2,Sci-Fi
15,Filme_12,4,Terror
15,Filme_16,3,Sci-Fi
16,Filme_17,4,Terror
16,Filme_6,4,Comédia
16,Filme_31,5,Sci-Fi
16,Filme_20,4,Drama
16,Filme_3,4,Terror
16,Filme_44,1,Drama
16,Filme_15,4,Drama
16,Filme_21,3,Terror
16,Filme_27,1,Drama
16,Filme_28,4,Sci-Fi
17,Filme_26,3,Comédia
17,Filme_44,3,Drama
17,Filme_8,1,Comédia
17,Filme_39,2,Drama
17,Filme_10,5,Sci-Fi
17,Filme_47,2,Terror
17,Filme_12,2,Terror
17,Filme_28,5,Sci-Fi
17,Filme_15,1,Drama
17,Filme_11,3,Comédia
17,Filme_29,5,Sci-Fi
17,Filme_43,1,Drama
18,Filme_6,1,Comédia
18,Filme_34,2,Comédia
18,Filme_2,3,Comédia
18,Filme_38,1,Ação
18,Filme_16,2,Sci-Fi
18,Filme_40,4,Sci-Fi
18,Filme_8,1,Comédia
18,Filme_15,2,Drama
18,Filme_33,3,Ação
18,Filme_32,3,Sci-Fi
18,Filme_42,1,Sci-Fi
18,Filme_24,2,Ação
18,Filme_21,4,Terror
19,Filme_7,1,Comédia
19,Filme_30,2,Comédia
19,Filme_12,4,Terror
19,Filme_2,3,Comédia
19,Filme_36,3,Comédia
19,Filme_4,5,Terror
19,Filme_15,3,Drama
19,Filme_32,2,Sci-Fi
19,Filme_40,4,Sci-Fi
19,Filme_43,2,Drama
19,Filme_13,1,Drama
19,Filme_44,1,Drama
19,Filme_41,1,Ação
19,Filme_3,4,Terror
19,Filme_23,2,Ação
19,Filme_47,5,Terror
19,Filme_37,5,Terror
19,Filme_27,3,Drama
19,Filme_28,2,Sci-Fi
20,Filme_8,1,Comédia
20,Filme_49,3,Sci-Fi
20,Filme_41,4,Ação
20,Filme_13,3,Drama
20,Filme_16,4,Sci-Fi
20,Filme_11,1,Comédia
20,Filme_5,3,Drama
20,Filme_19,4,Sci-Fi
20,Filme_36,1,Comédia
20,Filme_44,4,Drama
20,Filme_10,2,Sci-Fi
20,Filme_12,2,Terror
21,Filme_35,4,Terror
21,Filme_42,1,Sci-Fi
21,Filme_0,2,Sci-Fi
21,Filme_43,2,Drama
21,Filme_15,1,Drama
21,Filme_45,4,Ação
21,Filme_47,1,Terror
21,Filme_28,2,Sci-Fi
21,Filme_30,2,Comédia
21,Filme_24,5,Ação
21,Filme_31,3,Sci-Fi
21,Filme_3,1,Terror
21,Filme_48,2,Drama
21,Filme_14,2,Sci-Fi
22,Filme_34,1,Comédia
22,Filme_13,1,Drama
22,Filme_12,4,Terror
22,Filme_48,4,Drama
22,Filme_44,2,Drama
22,Filme_19,1,Sci-Fi
22,Filme_24,3,Ação
22,Filme_42,3,Sci-Fi
22,Filme_8,3,Comédia
22,Filme_22,2,Sci-Fi
22,Filme_18,1,Ação
22,Filme_29,4,Sci-Fi
22,Filme_15,4,Drama
22,Filme_38,3,Ação
22,Filme_23,2,Ação
22,Filme_17,5,Terror
22,Filme_32,2,Sci-Fi
22,Filme_45,4,Ação
23,Filme_0,3,Sci-Fi
23,Filme_29,1,Sci-Fi
23,Filme_21,2,Terror
23,Filme_31,3,Sci-Fi
23,Filme_40,4,Sci-Fi
23,Filme_3,3,Terror
23,Filme_34,5,Comédia
23,Filme_37,4,Terror
23,Filme_10,1,Sci-Fi
23,Filme_19,2,Sci-Fi
23,Filme_1,3,Terror
23,Filme_33,1,Ação
23,Filme_2,4,Comédia
23,Filme_27,4,Drama
24,Filme_49,1,Sci-Fi
24,Filme_36,3,Comédia
24,Filme_8,1,Comédia
24,Filme_18,1,Ação
24,Filme_48,5,Drama
24,Filme_42,4,Sci-Fi
24,Filme_31,4,Sci-Fi
24,Filme_5,4,Drama
24,Filme_10,2,Sci-Fi
24,Filme_45,1,Ação
24,Filme_37,1,Terror
24,Filme_7,1,Comédia
24,Filme_39,4,Drama
24,Filme_30,4,Comédia
24,Filme_25,2,Comédia
24,Filme_27,4,Drama
25,Filme_48,2,Drama
25,Filme_15,4,Drama
25,Filme_20,4,Drama
25,Filme_41,3,Ação
25,Filme_26,5,Comédia
25,Filme_0,4,Sci-Fi
25,Filme_43,3,Drama
25,Filme_21,1,Terror
25,Filme_18,4,Ação
25,Filme_40,2,Sci-Fi
25,Filme_49,2,Sci-Fi
26,Filme_35,5,Terror
26,Filme_13,3,Drama
26,Filme_45,2,Ação
26,Filme_17,5,Terror
26,Filme_7,1,Comédia
26,Filme_21,5,Terror
26,Filme_1,4,Terror
26,Filme_14,1,Sci-Fi
26,Filme_48,1,Drama
26,Filme_34,1,Comédia
26,Filme_11,4,Comédia
26,Filme_46,3,Drama
26,Filme_19,2,Sci-Fi
26,Filme_43,4,Drama
27,Filme_23,2,Ação
27,Filme_12,5,Terror
27,Filme_4,5,Terror
27,Filme_1,4,Terror
27,Filme_8,4,Comédia
27,Filme_49,1,Sci-Fi
27,Filme_7,3,Comédia
27,Filme_41,1,Ação
27,Filme_48,1,Drama
27,Filme_22,3,Sci-Fi
27,Filme_45,3,Ação
27,Filme_24,3,Ação
28,Filme_43,4,Drama
28,Filme_30,2,Comédia
28,Filme_9,4,Terror
28,Filme_12,4,Terror
28,Filme_35,5,Terror
28,Filme_37,5,Terror
28,Filme_23,3,Ação
28,Filme_6,1,Comédia
28,Filme_3,5,Terror
28,Filme_24,4,Ação
28,Filme_22,4,Sci-Fi
28,Filme_32,4,Sci-Fi
28,Filme_29,1,Sci-Fi
29,Filme_25,3,Comédia
29,Filme_2,2,Comédia
29,Filme_36,2,Comédia
29,Filme_4,3,Terror
29,Filme_39,4,Drama
29,Filme_45,4,Ação
29,Filme_38,5,Ação
29,Filme_6,3,Comédia
29,Filme_5,1,Drama
29,Filme_40,3,Sci-Fi
29,Filme_3,3,Terror
29,Filme_28,2,Sci-Fi
29,Filme_27,1,Drama
29,Filme_22,2,Sci-Fi
29,Filme_26,1,Comédia
30,Filme_38,4,Ação
30,Filme_41,4,Ação
30,Filme_23,5,Ação
30,Filme_33,4,Ação
30,Filme_0,4,Sci-Fi
30,Filme_44,4,Drama
30,Filme_20,1,Drama
30,Filme_34,4,Comédia
30,Filme_9,4,Terror
30,Filme_14,4,Sci-Fi
30,Filme_8,2,Comédia
31,Filme_27,4,Drama
31,Filme_30,2,Comédia
31,Filme_19,4,Sci-Fi
31,Filme_47,1,Terror
31,Filme_0,4,Sci-Fi
31,Filme_46,3,Drama
31,Filme_10,4,Sci-Fi
31,Filme_21,4,Terror
31,Filme_28,5,Sci-Fi
31,Filme_16,5,Sci-Fi
31,Filme_6,4,Comédia
31,Filme_29,4,Sci-Fi
31,Filme_39,3,Drama
31,Filme_24,3,Ação
31,Filme_18,3,Ação
31,Filme_26,3,Comédia
31,Filme_8,2,Comédia
32,Filme_38,2,Ação
32,Filme_46,1,Drama
32,Filme_22,1,Sci-Fi
32,Filme_6,4,Comédia
32,Filme_25,4,Comédia
32,Filme_30,5,Comédia
32,Filme_23,3,Ação
32,Filme_24,3,Ação
32,Filme_3,2,Terror
32,Filme_45,3,Ação
32,Filme_18,4,Ação
32,Filme_12,2,Terror
32,Filme_20,4,Drama
32,Filme_48,3,Drama
32,Filme_10,4,Sci-Fi
33,Filme_10,3,Sci-Fi
33,Filme_2,1,Comédia
33,Filme_22,3,Sci-Fi
33,Filme_38,4,Ação
33,Filme_27,2,Drama
33,Filme_6,1,Comédia
33,Filme_42,2,Sci-Fi
33,Filme_46,2,Drama
33,Filme_34,4,Comédia
33,Filme_5,2,Drama
33,Filme_12,4,Terror
33,Filme_1,5,Terror
33,Filme_26,2,Comédia
34,Filme_32,4,Sci-Fi
34,Filme_31,3,Sci-Fi
34,Filme_12,2,Terror
34,Filme_15,5,Drama
34,Filme_37,2,Terror
34,Filme_27,5,Drama
34,Filme_17,3,Terror
34,Filme_3,3,Terror
34,Filme_29,1,Sci-Fi
34,Filme_36,1,Comédia
34,Filme_26,3,Comédia
34,Filme_34,3,Comédia
34,Filme_49,3,Sci-Fi
34,Filme_19,4,Sci-Fi
34,Filme_4,3,Terror
34,Filme_47,1,Terror
34,Filme_8,4,Comédia
34,Filme_35,3,Terror
35,Filme_36,2,Comédia
35,Filme_43,1,Drama
35,Filme_37,2,Terror
35,Filme_8,4,Comédia
35,Filme_2,1,Comédia
35,Filme_31,2,Sci-Fi
35,Filme_4,1,Terror
35,Filme_46,3,Drama
35,Filme_0,2,Sci-Fi
35,Filme_23,5,Ação
35,Filme_19,2,Sci-Fi
35,Filme_5,1,Drama
35,Filme_41,4,Ação
36,Filme_7,3,Comédia
36,Filme_46,4,Drama
36,Filme_44,4,Drama
36,Filme_5,4,Drama
36,Filme_43,4,Drama
36,Filme_47,4,Terror
36,Filme_40,4,Sci-Fi
36,Filme_37,2,Terror
36,Filme_45,3,Ação
36,Filme_27,5,Drama
36,Filme_28,2,Sci-Fi
36,Filme_19,2,Sci-Fi
36,Filme_12,2,Terror
36,Filme_13,5,Drama
36,Filme_8,3,Comédia
36,Filme_34,1,Comédia
36,Filme_10,2,Sci-Fi
37,Filme_10,5,Sci-Fi
37,Filme_45,1,Ação
37,Filme_15,3,Drama
37,Filme_29,5,Sci-Fi
37,Filme_0,5,Sci-Fi
37,Filme_14,4,Sci-Fi
37,Filme_33,4,Ação
37,Filme_49,5,Sci-Fi
37,Filme_41,4,Ação
37,Filme_9,4,Terror
37,Filme_18,3,Ação
37,Filme_30,4,Comédia
37,Filme_39,2,Drama
37,Filme_13,1,Drama
37,Filme_6,3,Comédia
37,Filme_19,5,Sci-Fi
37,Filme_24,3,Ação
38,Filme_23,2,Ação
38,Filme_9,5,Terror
38,Filme_6,2,Comédia
38,Filme_36,2,Comédia
38,Filme_34,3,Comédia
38,Filme_40,4,Sci-Fi
38,Filme_46,3,Drama
38,Filme_25,4,Comédia
38,Filme_49,2,Sci-Fi
38,Filme_18,1,Ação
38,Filme_4,4,Terror
38,Filme_35,4,Terror
38,Filme_14,3,Sci-Fi
39,Filme_22,3,Sci-Fi
39,Filme_18,2,Ação
39,Filme_28,1,Sci-Fi
39,Filme_36,3,Comédia
39,Filme_16,4,Sci-Fi
39,Filme_23,3,Ação
39,Filme_8,1,Comédia
39,Filme_4,3,Terror
39,Filme_44,4,Drama
39,Filme_49,1,Sci-Fi
39,Filme_6,3,Comédia
40,Filme_30,1,Comédia
40,Filme_18,4,Ação
40,Filme_7,4,Comédia
40,Filme_25,3,Comédia
40,Filme_2,1,Comédia
40,Filme_40,2,Sci-Fi
40,Filme_42,2,Sci-Fi
40,Filme_8,4,Comédia
40,Filme_10,2,Sci-Fi
40,Filme_48,4,Drama
40,Filme_11,4,Comédia
40,Filme_23,4,Ação
40,Filme_24,2,Ação
40,Filme_19,4,Sci-Fi
40,Filme_17,4,Terror
40,Filme_12,4,Terror
40,Filme_0,1,Sci-Fi
40,Filme_33,4,Ação
41,Filme_35,5,Terror
41,Filme_5,4,Drama
41,Filme_42,3,Sci-Fi
41,Filme_13,4,Drama
41,Filme_3,4,Terror
41,Filme_25,3,Comédia
41,Filme_36,3,Comédia
41,Filme_37,4,Terror
41,Filme_31,4,Sci-Fi
41,Filme_15,3,Drama
41,Filme_2,3,Comédia
41,Filme_19,2,Sci-Fi
41,Filme_34,1,Comédia
41,Filme_6,1,Comédia
41,Filme_43,2,Drama
42,Filme_4,1,Terror
42,Filme_29,4,Sci-Fi
42,Filme_37,1,Terror
42,Filme_0,3,Sci-Fi
42,Filme_18,2,Ação
42,Filme_44,5,Drama
42,Filme_5,5,Drama
42,Filme_22,3,Sci-Fi
42,Filme_33,3,Ação
42,Filme_19,1,Sci-Fi
42,Filme_23,4,Ação
42,Filme_17,1,Terror
42,Filme_34,3,Comédia
42,Filme_40,2,Sci-Fi
42,Filme_6,1,Comédia
43,Filme_16,4,Sci-Fi
43,Filme_32,2,Sci-Fi
43,Filme_5,2,Drama
43,Filme_13,3,Drama
43,Filme_36,1,Comédia
43,Filme_37,5,Terror
43,Filme_3,4,Terror
43,Filme_38,4,Ação
43,Filme_15,2,Drama
43,Filme_30,3,Comédia
43,Filme_9,4,Terror
43,Filme_49,3,Sci-Fi
43,Filme_42,2,Sci-Fi
43,Filme_8,1,Comédia
44,Filme_32,4,Sci-Fi
44,Filme_38,4,Ação
44,Filme_1,5,Terror
44,Filme_14,2,Sci-Fi
44,Filme_22,4,Sci-Fi
44,Filme_28,2,Sci-Fi
44,Filme_49,2,Sci-Fi
44,Filme_26,2,Comédia
44,Filme_17,4,Terror
44,Filme_39,3,Drama
44,Filme_37,5,Terror
44,Filme_0,4,Sci-Fi
44,Filme_44,3,Drama
44,Filme_12,4,Terror
44,Filme_8,3,Comédia
44,Filme_45,2,Ação
44,Filme_47,4,Terror
44,Filme_42,2,Sci-Fi
45,Filme_25,4,Comédia
45,Filme_45,1,Ação
45,Filme_20,4,Drama
45,Filme_11,1,Comédia
45,Filme_33,1,Ação
45,Filme_7,2,Comédia
45,Filme_1,5,Terror
45,Filme_21,4,Terror
45,Filme_23,4,Ação
45,Filme_22,2,Sci-Fi
45,Filme_0,2,Sci-Fi
45,Filme_48,4,Drama
45,Filme_46,2,Drama
45,Filme_31,3,Sci-Fi
45,Filme_24,3,Ação
45,Filme_43,2,Drama
45,Filme_49,3,Sci-Fi
45,Filme_28,1,Sci-Fi
45,Filme_12,5,Terror
46,Filme_22,3,Sci-Fi
46,Filme_28,1,Sci-Fi
46,Filme_14,2,Sci-Fi
46,Filme_32,2,Sci-Fi
46,Filme_2,4,Comédia
46,Filme_48,4,Drama
46,Filme_7,4,Comédia
46,Filme_26,2,Comédia
46,Filme_31,1,Sci-Fi
46,Filme_34,1,Comédia
46,Filme_16,2,Sci-Fi
46,Filme_0,1,Sci-Fi
46,Filme_1,2,Terror
47,Filme_17,5,Terror
47,Filme_19,3,Sci-Fi
47,Filme_42,3,Sci-Fi
47,Filme_30,1,Comédia
47,Filme_7,4,Comédia
47,Filme_14,4,Sci-Fi
47,Filme_12,4,Terror
47,Filme_39,1,Drama
47,Filme_15,4,Drama
47,Filme_28,2,Sci-Fi
47,Filme_2,3,Comédia
47,Filme_49,4,Sci-Fi
48,Filme_45,2,Ação
48,Filme_12,3,Terror
48,Filme_46,4,Drama
48,Filme_0,5,Sci-Fi
48,Filme_35,1,Terror
48,Filme_30,4,Comédia
48,Filme_47,1,Terror
48,Filme_33,3,Ação
48,Filme_16,5,Sci-Fi
48,Filme_37,4,Terror
48,Filme_43,1,Drama
48,Filme_41,4,Ação
48,Filme_31,5,Sci-Fi
48,Filme_29,5,Sci-Fi
48,Filme_15,3,Drama
49,Filme_28,4,Sci-Fi
49,Filme_6,1,Comédia
49,Filme_14,4,Sci-Fi
49,Filme_9,5,Terror
49,Filme_34,2,Comédia
49,Filme_22,2,Sci-Fi
49,Filme_46,1,Drama
49,Filme_13,1,Drama
49,Filme_7,3,Comédia
49,Filme_23,4,Ação
49,Filme_41,2,Ação
49,Filme_37,4,Terror
49,Filme_16,3,Sci-Fi
50,Filme_42,3,Sci-Fi
50,Filme_25,3,Comédia
50,Filme_37,3,Terror
50,Filme_12,3,Terror
50,Filme_9,2,Terror
50,Filme_38,4,Ação
50,Filme_44,5,Drama
50,Filme_18,2,Ação
50,Filme_17,2,Terror
50,Filme_28,4,Sci-Fi
50,Filme_30,1,Comédia
50,Filme_39,5,Drama
50,Filme_11,2,Comédia
50,Filme_35,3,Terror
50,Filme_45,3,Ação
50,Filme_46,5,Drama
50,Filme_13,4,Drama
50,Filme_23,2,Ação
50,Filme_20,4,Drama
51,Filme_12,3,Terror
51,Filme_44,4,Drama
51,Filme_17,1,Terror
51,Filme_9,2,Terror
51,Filme_35,1,Terror
51,Filme_4,4,Terror
51,Filme_42,5,Sci-Fi
51,Filme_1,4,Terror
51,Filme_49,4,Sci-Fi
51,Filme_11,3,Comédia
52,Filme_26,4,Comédia
52,Filme_49,3,Sci-Fi
52,Filme_45,2,Ação
52,Filme_48,5,Drama
52,Filme_9,2,Terror
52,Filme_30,1,Comédia
52,Filme_1,2,Terror
52,Filme_38,1,Ação
52,Filme_10,1,Sci-Fi
52,Filme_44,5,Drama
52,Filme_17,2,Terror
52,Filme_37,2,Terror
52,Filme_24,3,Ação
52,Filme_25,4,Comédia
53,Filme_40,4,Sci-Fi
53,Filme_24,2,Ação
53,Filme_1,1,Terror
53,Filme_5,4,Drama
53,Filme_15,1,Drama
53,Filme_9,3,Terror
53,Filme_3,2,Terror
53,Filme_36,4,Comédia
53,Filme_4,2,Terror
53,Filme_38,1,Ação
53,Filme_14,3,Sci-Fi
53,Filme_17,3,Terror
53,Filme_2,4,Comédia
53,Filme_11,4,Comédia
53,Filme_45,4,Ação
53,Filme_49,2,Sci-Fi
53,Filme_30,5,Comédia
53,Filme_21,2,Terror
53,Filme_31,4,Sci-Fi
54,Filme_33,4,Ação
54,Filme_3,3,Terror
54,Filme_23,4,Ação
54,Filme_42,3,Sci-Fi
54,Filme_16,4,Sci-Fi
54,Filme_30,1,Comédia
54,Filme_31,2,Sci-Fi
54,Filme_4,4,Terror
54,Filme_25,1,Comédia
54,Filme_40,2,Sci-Fi
54,Filme_34,3,Comédia
54,Filme_29,2,Sci-Fi
54,Filme_41,5,Ação
55,Filme_36,4,Comédia
55,Filme_16,2,Sci-Fi
55,Filme_12,4,Terror
55,Filme_30,5,Comédia
55,Filme_49,3,Sci-Fi
55,Filme_20,3,Drama
55,Filme_13,3,Drama
55,Filme_21,1,Terror
55,Filme_11,5,Comédia
55,Filme_47,2,Terror
55,Filme_1,3,Terror
55,Filme_7,5,Comédia
55,Filme_28,2,Sci-Fi
55,Filme_5,3,Drama
55,Filme_15,4,Drama
55,Filme_25,4,Comédia
56,Filme_24,1,Ação
56,Filme_47,3,Terror
56,Filme_38,2,Ação
56,Filme_25,3,Comédia
56,Filme_7,4,Comédia
56,Filme_11,3,Comédia
56,Filme_13,4,Drama
56,Filme_40,1,Sci-Fi
56,Filme_6,3,Comédia
56,Filme_10,4,Sci-Fi
56,Filme_26,2,Comédia
56,Filme_0,4,Sci-Fi
57,Filme_1,2,Terror
57,Filme_31,1,Sci-Fi
57,Filme_47,3,Terror
57,Filme_12,1,Terror
57,Filme_17,2,Terror
57,Filme_2,3,Comédia
57,Filme_32,2,Sci-Fi
57,Filme_28,4,Sci-Fi
57,Filme_45,4,Ação
57,Filme_0,3,Sci-Fi
57,Filme_37,3,Terror
57,Filme_22,3,Sci-Fi
57,Filme_3,4,Terror
57,Filme_9,3,Terror
57,Filme_6,1,Comédia
57,Filme_14,3,Sci-Fi
57,Filme_29,4,Sci-Fi
58,Filme_26,4,Comédia
58,Filme_25,1,Comédia
58,Filme_39,3,Drama
58,Filme_29,1,Sci-Fi
58,Filme_5,4,Drama
58,Filme_27,3,Drama
58,Filme_10,2,Sci-Fi
58,Filme_40,3,Sci-Fi
58,Filme_24,5,Ação
58,Filme_3,3,Terror
58,Filme_0,1,Sci-Fi
58,Filme_34,2,Comédia
58,Filme_36,2,Comédia
58,Filme_13,2,Drama
58,Filme_6,4,Comédia
58,Filme_19,4,Sci-Fi
58,Filme_47,2,Terror
59,Filme_19,4,Sci-Fi
59,Filme_9,4,Terror
59,Filme_3,2,Terror
59,Filme_10,2,Sci-Fi
59,Filme_28,2,Sci-Fi
59,Filme_41,4,Ação
59,Filme_5,2,Drama
59,Filme_42,4,Sci-Fi
59,Filme_17,1,Terror
59,Filme_11,5,Comédia
59,Filme_36,4,Comédia
59,Filme_26,5,Comédia
60,Filme_27,2,Drama
60,Filme_6,1,Comédia
60,Filme_12,1,Terror
60,Filme_9,4,Terror
60,Filme_36,3,Comédia
60,Filme_19,4,Sci-Fi
60,Filme_45,4,Ação
60,Filme_26,3,Comédia
60,Filme_24,2,Ação
60,Filme_20,3,Drama
60,Filme_15,3,Drama
60,Filme_2,1,Comédia
60,Filme_37,1,Terror
60,Filme_38,3,Ação
60,Filme_3,1,Terror
60,Filme_29,4,Sci-Fi
61,Filme_32,4,Sci-Fi
61,Filme_22,1,Sci-Fi
61,Filme_23,5,Ação
61,Filme_31,4,Sci-Fi
61,Filme_45,5,Ação
61,Filme_41,5,Ação
61,Filme_9,1,Terror
61,Filme_30,4,Comédia
61,Filme_42,1,Sci-Fi
61,Filme_28,4,Sci-Fi
61,Filme_21,3,Terror
61,Filme_0,3,Sci-Fi
61,Filme_14,1,Sci-Fi
61,Filme_7,1,Comédia
61,Filme_37,1,Terror
61,Filme_48,2,Drama
61,Filme_5,2,Drama
62,Filme_25,4,Comédia
62,Filme_48,4,Drama
62,Filme_17,2,Terror
62,Filme_33,4,Ação
62,Filme_22,4,Sci-Fi
62,Filme_28,4,Sci-Fi
62,Filme_30,3,Comédia
62,Filme_18,1,Ação
62,Filme_6,4,Comédia
62,Filme_26,1,Comédia
62,Filme_4,3,Terror
62,Filme_41,4,Ação
62,Filme_8,3,Comédia
62,Filme_49,3,Sci-Fi
63,Filme_1,3,Terror
63,Filme_5,4,Drama
63,Filme_0,2,Sci-Fi
63,Filme_35,4,Terror
63,Filme_18,5,Ação
63,Filme_30,4,Comédia
63,Filme_31,1,Sci-Fi
63,Filme_13,3,Drama
63,Filme_29,3,Sci-Fi
63,Filme_26,1,Comédia
63,Filme_41,5,Ação
63,Filme_36,2,Comédia
63,Filme_45,5,Ação
63,Filme_15,1,Drama
63,Filme_47,2,Terror
63,Filme_20,1,Drama
63,Filme_9,4,Terror
64,Filme_18,1,Ação
64,Filme_41,2,Ação
64,Filme_6,3,Comédia
64,Filme_38,3,Ação
64,Filme_22,4,Sci-Fi
64,Filme_1,2,Terror
64,Filme_35,2,Terror
